Date,Time,Bio_Rep,Chlorophyll-A (RFU),Treatment,Round
7-23-24,T10,1,3377.05,-Biotin,1
7-23-24,T10,2,4291.97,-Biotin,1
7-23-24,T10,3,3057.34,-Biotin,1
7-25-24,T11,1,5731.51,-Biotin,1
7-25-24,T11,2,5732.27,-Biotin,1
7-25-24,T11,3,3905.97,-Biotin,1
7-27-24,T12,1,5289.79,-Biotin,1
7-27-24,T12,2,5826.36,-Biotin,1
7-27-24,T12,3,4423.64,-Biotin,1
7-3-24,T0,1,124.3,-Cobalamin,1
7-3-24,T0,2,197.66,-Cobalamin,1
7-3-24,T0,3,101.79,-Cobalamin,1
7-5-24,T1,1,204.49,-Cobalamin,1
7-5-24,T1,2,200.41,-Cobalamin,1
7-5-24,T1,3,75.75,-Cobalamin,1
7-7-24,T2,1,106.17,-Cobalamin,1
7-7-24,T2,2,103.87,-Cobalamin,1
7-7-24,T2,3,180.9,-Cobalamin,1
7-9-24,T3,1,166,-Cobalamin,1
7-9-24,T3,2,156.11,-Cobalamin,1
7-9-24,T3,3,212.73,-Cobalamin,1
7-11-24,T4,1,221.22,-Cobalamin,1
7-11-24,T4,2,267.97,-Cobalamin,1
7-11-24,T4,3,123.6,-Cobalamin,1
7-13-24,T5,1,340.93,-Cobalamin,1
7-13-24,T5,2,523.29,-Cobalamin,1
7-13-24,T5,3,325.53,-Cobalamin,1
7-15-24,T6,1,225.6,-Cobalamin,1
7-15-24,T6,2,369.77,-Cobalamin,1
7-15-24,T6,3,319.26,-Cobalamin,1
7-17-24,T7,1,265.61,-Cobalamin,1
7-17-24,T7,2,367.55,-Cobalamin,1
7-17-24,T7,3,385.59,-Cobalamin,1
7-19-24,T8,1,338.52,-Cobalamin,1
7-19-24,T8,2,306.24,-Cobalamin,1
7-19-24,T8,3,245.26,-Cobalamin,1
7-21-24,T9,1,224,-Cobalamin,1
7-21-24,T9,2,254.22,-Cobalamin,1
7-21-24,T9,3,290.26,-Cobalamin,1
7-23-24,T10,1,289.77,-Cobalamin,1
7-23-24,T10,2,312.4,-Cobalamin,1
7-23-24,T10,3,215.54,-Cobalamin,1
7-25-24,T11,1,220.73,-Cobalamin,1
7-25-24,T11,2,182.37,-Cobalamin,1
7-25-24,T11,3,160.79,-Cobalamin,1
7-27-24,T12,1,99.96,-Cobalamin,1
7-27-24,T12,2,167.8,-Cobalamin,1
7-27-24,T12,3,140.02,-Cobalamin,1
7-3-24,T0,1,234.79,-Thiamine,1
7-3-24,T0,2,169.77,-Thiamine,1
7-3-24,T0,3,112.49,-Thiamine,1
7-5-24,T1,1,155.29,-Thiamine,1
7-5-24,T1,2,76.27,-Thiamine,1
7-5-24,T1,3,141.71,-Thiamine,1
7-7-24,T2,1,189.08,-Thiamine,1
7-7-24,T2,2,200.53,-Thiamine,1
7-7-24,T2,3,271.26,-Thiamine,1
7-9-24,T3,1,221.91,-Thiamine,1
7-9-24,T3,2,243.67,-Thiamine,1
7-9-24,T3,3,338.52,-Thiamine,1
7-11-24,T4,1,299.54,-Thiamine,1
7-11-24,T4,2,370.15,-Thiamine,1
7-11-24,T4,3,257.12,-Thiamine,1
7-13-24,T5,1,502.72,-Thiamine,1
7-13-24,T5,2,523.41,-Thiamine,1
7-13-24,T5,3,497.02,-Thiamine,1
7-15-24,T6,1,450.35,-Thiamine,1
7-15-24,T6,2,367.85,-Thiamine,1
7-15-24,T6,3,748.03,-Thiamine,1
7-17-24,T7,1,1296.22,-Thiamine,1
7-17-24,T7,2,691.77,-Thiamine,1
7-17-24,T7,3,1104.81,-Thiamine,1
7-19-24,T8,1,1442.46,-Thiamine,1
7-19-24,T8,2,1417.81,-Thiamine,1
7-19-24,T8,3,1629.57,-Thiamine,1
7-21-24,T9,1,2189.45,-Thiamine,1
7-21-24,T9,2,2223.94,-Thiamine,1
7-21-24,T9,3,2858.13,-Thiamine,1
7-23-24,T10,1,4119.5,-Thiamine,1
7-23-24,T10,2,5852.58,-Thiamine,1
7-23-24,T10,3,4982.44,-Thiamine,1
7-25-24,T11,1,5644.35,-Thiamine,1
7-25-24,T11,2,5411.75,-Thiamine,1
7-25-24,T11,3,5329.96,-Thiamine,1
7-27-24,T12,1,5160.5,-Thiamine,1
7-27-24,T12,2,5028.55,-Thiamine,1
7-27-24,T12,3,4896.54,-Thiamine,1
7-27-24,T0,1,156.29,Replete,2
7-27-24,T0,2,127.08,Replete,2
7-27-24,T0,3,91.45,Replete,2
7-29-24,T1,1,158.79,Replete,2
7-29-24,T1,2,173.98,Replete,2
7-29-24,T1,3,134.41,Replete,2
7-31-24,T2,1,254.32,Replete,2
7-31-24,T2,2,165.38,Replete,2
7-31-24,T2,3,107.49,Replete,2
8-2-24,T3,1,276.97,Replete,2
8-2-24,T3,2,346.06,Replete,2
8-2-24,T3,3,255.79,Replete,2
8-6-24,T4,1,323.95,Replete,2
8-6-24,T4,2,566.46,Replete,2
8-6-24,T4,3,395.52,Replete,2
8-8-24,T7,1,617.79,Replete,2
8-8-24,T7,2,670.73,Replete,2
8-8-24,T7,3,760.5,Replete,2
7-27-24,T0,1,175.42,-Biotin,2
7-27-24,T0,2,229.68,-Biotin,2
7-27-24,T0,3,178.84,-Biotin,2
7-29-24,T1,1,244.6,-Biotin,2
7-29-24,T1,2,114.55,-Biotin,2
7-29-24,T1,3,112.08,-Biotin,2
7-31-24,T2,1,215.97,-Biotin,2
7-31-24,T2,2,125.84,-Biotin,2
7-31-24,T2,3,202.37,-Biotin,2
8-2-24,T3,1,357.99,-Biotin,2
8-2-24,T3,2,365.45,-Biotin,2
8-2-24,T3,3,355.69,-Biotin,2
8-6-24,T4,1,494.2,-Biotin,2
8-6-24,T4,2,567.47,-Biotin,2
8-6-24,T4,3,553.86,-Biotin,2
8-8-24,T7,1,689.79,-Biotin,2
8-8-24,T7,2,773.33,-Biotin,2
8-8-24,T7,3,810.36,-Biotin,2
7-27-24,T0,1,68.52,-Cobalamin,2
7-27-24,T0,2,80.68,-Cobalamin,2
7-27-24,T0,3,81.25,-Cobalamin,2
7-29-24,T1,1,87.75,-Cobalamin,2
7-29-24,T1,2,73.28,-Cobalamin,2
7-29-24,T1,3,70.56,-Cobalamin,2
7-31-24,T2,1,82.02,-Cobalamin,2
7-31-24,T2,2,71.69,-Cobalamin,2
7-31-24,T2,3,58.6,-Cobalamin,2
8-2-24,T3,1,64.59,-Cobalamin,2
8-2-24,T3,2,69.53,-Cobalamin,2
8-2-24,T3,3,86.54,-Cobalamin,2
8-6-24,T4,1,58.31,-Cobalamin,2
8-6-24,T4,2,80.65,-Cobalamin,2
8-6-24,T4,3,54.46,-Cobalamin,2
8-8-24,T7,1,78.89,-Cobalamin,2
8-8-24,T7,2,52.55,-Cobalamin,2
8-8-24,T7,3,65.33,-Cobalamin,2
7-27-24,T0,1,213.19,-Thiamine,2
7-27-24,T0,2,234.98,-Thiamine,2
7-27-24,T0,3,184.57,-Thiamine,2
7-29-24,T1,1,203.56,-Thiamine,2
7-29-24,T1,2,195.65,-Thiamine,2
7-29-24,T1,3,184.79,-Thiamine,2
7-31-24,T2,1,250.95,-Thiamine,2
7-31-24,T2,2,272.92,-Thiamine,2
7-31-24,T2,3,247.84,-Thiamine,2
8-2-24,T3,1,442.75,-Thiamine,2
8-2-24,T3,2,282.57,-Thiamine,2
8-2-24,T3,3,385.37,-Thiamine,2
8-6-24,T4,1,672.03,-Thiamine,2
8-6-24,T4,2,801.64,-Thiamine,2
8-6-24,T4,3,546.82,-Thiamine,2
8-8-24,T7,1,975.24,-Thiamine,2
8-8-24,T7,2,740.07,-Thiamine,2
8-8-24,T7,3,857.66,-Thiamine,2
